package_id,weight_kg,volume_cm3,fragility,transport_type,handling_events,distance_km,route_complexity,packaging_quality,weather_condition,temperature_c,humidity_percent,vibration_level,drop_incidents,driver_experience_yrs,time_of_day,delivery_delay_min,fragile_label_handling,road_condition,region,damaged
PCKG00197,36.43,13707,Medium,Bike,6,188,4,Medium,Storm,15.4,41.1,1.26,3,4,Afternoon,55,Yes,Smooth,West India,1
PCKG00198,44.91,6147,Low,Bike,13,255,10,Low,Clear,0.9,37,1.92,0,2,Night,99,No,Smooth,North India,1
PCKG00199,44.41,11755,Medium,Truck,6,295,4,Medium,Clear,31.9,48.7,3.94,3,13,Evening,35,Yes,Construction,Central India,1
PCKG00200,39.1,1785,Medium,Van,6,953,4,Medium,Clear,36.8,84.6,3.45,1,6,Evening,1,Yes,Smooth,Central India,0
PCKG00201,32.28,4230,Medium,Air,10,802,6,Medium,Fog,28.8,59.9,8.7,1,4,Afternoon,39,Yes,Smooth,North-East India,1
PCKG00202,4.66,8444,Medium,Truck,2,1387,2,Medium,Snow,36.8,52.8,9.97,0,14,Evening,28,Yes,Smooth,East India,0
PCKG00203,8.5,18771,Low,Van,9,628,4,Medium,Snow,28.4,33.7,2.03,4,13,Morning,47,Yes,Smooth,Central India,0
PCKG00204,44.98,7856,High,Air,8,309,4,Medium,Clear,14.8,84.8,6.57,2,6,Afternoon,109,Yes,Potholes,North-East India,1
PCKG00205,30.52,13449,High,Truck,7,354,8,Low,Clear,12.7,66.2,5.82,3,8,Afternoon,15,Yes,Smooth,South India,1
PCKG00206,0.96,5474,Low,Bike,11,1367,2,Low,Clear,2.5,89.2,7.69,0,9,Afternoon,90,Yes,Potholes,West India,1
PCKG00207,5.52,2977,High,Truck,14,483,8,Medium,Storm,-1.1,31.8,7,1,0,Afternoon,72,Yes,Smooth,South India,1
PCKG00208,33.34,1641,Low,Bike,12,1493,10,Low,Clear,4.9,47.3,2.75,1,5,Evening,119,Yes,Construction,Central India,0
PCKG00209,0.75,6456,Medium,Truck,12,1020,2,Medium,Storm,18.9,43.3,8.41,0,8,Morning,103,Yes,Smooth,South India,1
PCKG00210,8.46,3574,Low,Bike,9,134,9,High,Clear,1.1,43.3,4.79,0,0,Night,108,No,Smooth,Central India,0
PCKG00211,27.66,3893,High,Bike,4,191,9,Medium,Rain,37.8,22.3,9.33,0,5,Evening,4,Yes,Construction,East India,1
PCKG00212,34.75,15335,Low,Air,2,1449,6,Low,Clear,4.8,57.7,5.6,3,11,Morning,56,Yes,Smooth,North-East India,0
PCKG00213,32.77,809,Low,Air,4,674,10,High,Fog,32.5,62.6,2.91,1,2,Morning,12,Yes,Construction,East India,0
PCKG00214,11.6,11377,Low,Truck,14,239,5,Medium,Clear,31.8,23.3,8.96,0,9,Night,108,Yes,Smooth,North-East India,0
PCKG00215,35.75,7899,Low,Air,12,282,7,High,Clear,1.4,81.6,8.26,2,7,Afternoon,88,Yes,Smooth,North-East India,0
PCKG00216,12.24,10378,Medium,Bike,10,1130,8,Medium,Clear,27,34.1,9.47,0,12,Morning,4,Yes,Construction,North-East India,0
PCKG00217,16.61,11475,Low,Bike,11,1487,8,Medium,Clear,32.1,30.3,8.94,0,13,Afternoon,109,Yes,Potholes,Central India,0
PCKG00218,37.45,6611,Medium,Truck,14,791,3,Medium,Fog,34.8,32.6,2.45,3,9,Evening,8,Yes,Smooth,South India,1
PCKG00219,32.66,6255,High,Air,3,839,3,High,Clear,37.9,49.5,8.15,4,6,Afternoon,48,Yes,Potholes,West India,0
PCKG00220,42.54,14801,High,Van,2,1260,5,Low,Clear,36.9,25.8,5.94,1,3,Morning,18,Yes,Gravel,Central India,1
PCKG00221,33.05,17490,High,Air,2,278,5,Medium,Rain,9,77.7,4.03,0,3,Morning,4,No,Construction,East India,0
PCKG00222,28.63,4255,Low,Van,14,369,2,High,Fog,7,67.6,0.08,3,12,Night,95,Yes,Construction,North-East India,0
PCKG00223,5.14,2404,Low,Truck,8,472,5,High,Clear,12.9,53.1,6.98,4,7,Afternoon,7,Yes,Gravel,North-East India,0
PCKG00224,18.7,18007,Medium,Air,13,655,1,High,Clear,15.9,55,8.54,4,11,Evening,18,Yes,Smooth,North India,0
PCKG00225,13.63,7323,Low,Truck,5,830,7,High,Fog,5.5,48.4,6.04,4,5,Evening,2,No,Construction,Central India,0
PCKG00226,12.58,11251,High,Truck,12,1302,7,Medium,Snow,-1.1,70.1,3.11,0,14,Afternoon,22,Yes,Smooth,North India,1
PCKG00227,48.66,7511,Low,Bike,14,1356,1,Medium,Storm,24.5,86.7,0.58,0,6,Evening,42,No,Gravel,North India,0
PCKG00228,19.96,2953,High,Bike,6,865,3,Medium,Snow,2.8,58.7,6.59,3,4,Evening,9,No,Smooth,West India,0
PCKG00229,44.66,11992,Low,Truck,8,188,8,Medium,Clear,36.2,59.4,4.04,1,3,Evening,83,No,Potholes,East India,0
PCKG00230,31.74,10740,High,Truck,7,922,9,Medium,Clear,7.9,56.6,4.97,3,0,Afternoon,101,Yes,Smooth,North-East India,1
PCKG00231,39.84,4458,Low,Truck,7,1222,3,Medium,Clear,3.9,83.7,5.64,4,6,Afternoon,20,Yes,Gravel,Central India,0
PCKG00232,25.38,9311,Low,Truck,12,276,6,Low,Clear,3.7,64.5,7.69,2,3,Morning,18,No,Potholes,North India,1
PCKG00233,29.06,16040,Medium,Truck,13,1328,6,Medium,Clear,8,81.2,5.37,1,12,Morning,77,Yes,Potholes,East India,0
PCKG00234,24.88,12013,Low,Truck,7,200,6,High,Clear,22.5,60.9,5.26,3,4,Night,65,Yes,Potholes,North-East India,0
PCKG00235,10.16,2390,Medium,Truck,12,786,5,High,Clear,39,68.9,4.81,1,4,Morning,95,Yes,Construction,East India,1
PCKG00236,36.26,11186,Medium,Van,11,909,6,Medium,Clear,16.9,65.9,4.28,2,10,Afternoon,25,Yes,Gravel,East India,0
PCKG00237,14.4,14203,Low,Air,11,335,6,Low,Rain,22,50.8,6.23,4,1,Afternoon,36,Yes,Gravel,East India,1
PCKG00238,1.7,15958,High,Truck,7,624,10,High,Clear,32.9,29.6,0.24,3,1,Night,108,Yes,Smooth,East India,1
PCKG00239,32.45,12768,Low,Van,8,503,6,Medium,Snow,10,49.5,7.23,1,8,Afternoon,107,Yes,Potholes,East India,0
PCKG00240,9.27,3477,Medium,Bike,1,1428,8,Medium,Storm,3.1,81,3.15,1,14,Afternoon,39,Yes,Potholes,South India,0
PCKG00241,47.05,14348,Medium,Truck,13,1425,6,High,Clear,14.5,65.9,3.73,0,12,Afternoon,91,No,Smooth,South India,0
PCKG00242,47.72,13708,Medium,Truck,3,1128,3,Medium,Clear,9.3,86,6.14,4,5,Evening,23,Yes,Potholes,East India,1
PCKG00243,45.79,976,Low,Truck,1,85,7,High,Clear,34,39.5,2.47,3,7,Night,17,No,Construction,South India,0
PCKG00244,18.82,8529,Low,Truck,8,865,6,Medium,Clear,39,53,6.59,4,14,Morning,16,No,Construction,Central India,0
PCKG00245,1.27,6993,Medium,Truck,2,1022,9,High,Clear,26,72,1.28,0,13,Afternoon,42,Yes,Construction,West India,0
PCKG00246,46.45,13554,Low,Bike,7,1045,4,Medium,Rain,24.4,29.3,6.49,2,13,Morning,110,Yes,Smooth,North-East India,0
PCKG00247,21.7,4715,Low,Bike,6,1240,1,Medium,Clear,27.1,26.9,7.17,4,5,Afternoon,36,No,Gravel,South India,0
PCKG00248,48.35,12022,Medium,Air,11,130,6,Medium,Clear,16,72.7,7,0,2,Morning,115,Yes,Smooth,South India,1
PCKG00249,48.2,18308,Medium,Truck,1,134,9,Medium,Clear,23.3,66.6,7.74,2,2,Afternoon,18,Yes,Potholes,North India,0
PCKG00250,42.72,16057,Low,Air,12,218,8,Medium,Clear,-1.8,53.7,5.17,4,13,Afternoon,76,No,Potholes,West India,1
PCKG00251,15.08,18468,Low,Bike,6,1157,2,Medium,Fog,17.2,24.7,8.65,2,10,Night,19,Yes,Smooth,East India,1
PCKG00252,19.56,19581,Low,Van,9,1490,3,Medium,Fog,10,63.9,2.34,3,4,Morning,80,Yes,Smooth,East India,0
PCKG00253,42.63,708,Low,Truck,3,974,8,High,Snow,-2.6,66.8,3.83,1,2,Night,26,Yes,Smooth,East India,0
PCKG00254,16.19,12643,Low,Van,12,1085,9,Medium,Rain,19.5,41,9.57,2,10,Evening,114,Yes,Construction,Central India,0
PCKG00255,8.89,8550,Low,Air,7,602,8,Medium,Clear,11.2,26.3,7.89,1,1,Afternoon,3,Yes,Potholes,North India,0
PCKG00256,28.06,17267,High,Bike,4,1302,10,High,Clear,21.6,55.3,7.43,3,3,Evening,30,Yes,Smooth,North-East India,1
PCKG00257,46.84,5410,Medium,Bike,1,619,1,Medium,Clear,18.1,54,7.11,2,11,Evening,59,No,Smooth,West India,1
PCKG00258,34.95,19630,Low,Truck,7,1367,3,Low,Rain,7.4,40.7,1.1,1,3,Morning,89,Yes,Construction,South India,0
PCKG00259,28.72,12467,Low,Van,1,1171,8,Medium,Clear,19.3,59.5,9.51,2,12,Afternoon,36,Yes,Gravel,North India,0
PCKG00260,5.31,15974,Medium,Truck,11,427,1,Medium,Clear,12,62.6,2.92,0,8,Morning,64,Yes,Potholes,North-East India,1
PCKG00261,30.94,2169,Low,Bike,4,338,7,Medium,Storm,36.5,84.6,1.44,2,6,Afternoon,11,No,Gravel,South India,0
PCKG00262,49.51,4077,Medium,Truck,13,692,4,Medium,Fog,11.9,74.2,0.19,2,7,Evening,41,Yes,Construction,Central India,0
PCKG00263,7.43,15289,High,Truck,9,1161,7,High,Rain,-3.2,76.6,3.87,4,0,Night,108,Yes,Gravel,North India,1
PCKG00264,26.16,929,Medium,Bike,5,268,4,High,Clear,29.4,33,6.73,4,6,Evening,114,Yes,Smooth,North India,1
PCKG00265,43.93,16429,Low,Van,7,151,8,High,Clear,38.4,52.1,3.92,3,9,Night,79,Yes,Potholes,South India,0
PCKG00266,37.17,772,Medium,Truck,13,1464,6,High,Clear,2.6,34.5,8.09,3,8,Evening,97,No,Smooth,North-East India,0
PCKG00267,35,13314,High,Van,7,16,10,Low,Fog,38.8,33.1,1.82,3,8,Afternoon,87,Yes,Construction,North India,1
PCKG00268,35.27,7619,Medium,Bike,12,59,10,Medium,Storm,22.8,55.4,1.7,1,11,Afternoon,40,Yes,Gravel,West India,0
PCKG00269,18.29,12424,Medium,Truck,3,234,8,High,Clear,33.1,39.6,2.66,3,11,Evening,23,Yes,Smooth,South India,1
PCKG00270,15.03,14073,Low,Truck,13,1150,1,Low,Clear,16.3,35,0.54,3,4,Evening,36,Yes,Smooth,East India,0
PCKG00271,40.56,7178,Low,Air,11,865,9,High,Storm,23,70.8,8.39,4,0,Evening,42,Yes,Gravel,Central India,1
PCKG00272,40.6,2605,Medium,Truck,8,1261,9,High,Fog,32.8,22.4,1.35,2,12,Evening,67,Yes,Smooth,South India,0
PCKG00273,43.42,1858,High,Truck,1,166,6,Medium,Clear,39.2,72.6,3.8,3,5,Afternoon,114,Yes,Smooth,East India,1
PCKG00274,45.71,11984,Medium,Truck,4,807,9,Medium,Rain,3.3,82.9,4.63,3,2,Afternoon,7,Yes,Potholes,South India,0
PCKG00275,25.81,10653,Medium,Truck,10,183,6,Medium,Clear,35.4,69.3,2.35,2,6,Night,79,Yes,Construction,North-East India,1
PCKG00276,25.33,14973,Low,Air,4,1390,6,Medium,Clear,25,33.5,8.85,4,7,Night,112,Yes,Smooth,Central India,1
PCKG00277,40.02,10440,Low,Truck,2,1236,4,Medium,Storm,37.6,71.5,7.36,4,5,Afternoon,106,Yes,Smooth,East India,1
PCKG00278,32.67,8738,Medium,Truck,6,909,3,High,Rain,9.3,55.1,0.28,2,1,Morning,8,No,Potholes,South India,1
PCKG00279,35.25,8263,Low,Truck,1,556,3,Medium,Clear,5.9,64.7,4.39,4,9,Evening,104,Yes,Smooth,South India,0
PCKG00280,39.89,1016,Medium,Truck,3,730,2,Medium,Clear,11.4,47.5,1.38,4,10,Night,87,Yes,Smooth,West India,0
PCKG00281,44.56,7043,Low,Truck,9,1460,4,High,Fog,34.8,33.3,6.39,0,9,Morning,38,Yes,Smooth,Central India,0
PCKG00282,17.23,19532,Medium,Bike,12,1484,9,Medium,Rain,15.7,21.6,4.93,1,8,Evening,0,No,Construction,West India,1
PCKG00283,19.09,17534,High,Bike,10,1182,7,High,Storm,37.8,71.9,8.09,2,14,Morning,2,Yes,Potholes,West India,1
PCKG00284,5.15,6923,Low,Truck,6,1366,3,High,Clear,5.9,49.9,6.84,1,13,Afternoon,8,Yes,Smooth,East India,0
PCKG00285,29.12,11962,Low,Truck,2,297,8,Medium,Clear,4.9,36.9,8.19,2,12,Evening,47,Yes,Smooth,Central India,0
PCKG00286,2.28,17022,Medium,Truck,12,440,9,Medium,Rain,25.5,63.6,8.76,0,6,Evening,109,Yes,Potholes,Central India,0
PCKG00287,23.55,9105,High,Truck,12,400,1,Medium,Storm,8.1,75.5,1.81,2,8,Evening,52,Yes,Construction,West India,1
PCKG00288,27.36,850,Medium,Bike,9,170,1,High,Clear,0.8,57,5.84,2,1,Afternoon,46,Yes,Gravel,North India,0
PCKG00289,14.68,1953,Low,Truck,13,998,9,High,Rain,11.9,73.3,1.59,2,5,Night,99,Yes,Smooth,East India,0
PCKG00290,29.75,10453,Low,Truck,2,1480,9,Medium,Snow,7,43.7,2.43,0,8,Afternoon,46,Yes,Potholes,West India,0
PCKG00291,2.01,19404,Low,Air,12,788,7,Medium,Storm,13.6,65.7,2.27,4,7,Evening,62,Yes,Smooth,Central India,0
PCKG00292,2.35,14018,Low,Truck,7,961,3,High,Clear,3.4,63.1,3.53,3,9,Night,10,No,Construction,West India,0
PCKG00293,41.22,1883,High,Bike,1,405,4,Medium,Clear,38.1,32.1,7.88,1,4,Night,48,Yes,Potholes,North-East India,1
PCKG00294,18.33,4193,High,Bike,5,119,7,Low,Clear,31.1,71.7,3.17,1,9,Morning,40,Yes,Smooth,North-East India,1
PCKG00295,6.79,15541,Low,Truck,7,355,9,Medium,Clear,32.8,73.2,7.45,1,10,Afternoon,54,Yes,Smooth,South India,0
PCKG00296,26.35,16908,Low,Air,3,1288,8,Low,Rain,8.4,66,0.01,3,1,Morning,108,No,Construction,Central India,1
PCKG00297,38.61,12545,Low,Bike,4,822,8,Medium,Fog,33.6,46.6,5.79,4,6,Morning,2,No,Construction,West India,0
PCKG00298,11.18,13066,High,Truck,5,880,1,Medium,Clear,21.6,58.2,2.81,0,7,Afternoon,97,Yes,Smooth,East India,0
PCKG00299,31.33,1053,Medium,Bike,3,1254,6,High,Fog,-2.4,50.7,7.42,2,7,Afternoon,98,No,Construction,West India,0
PCKG00300,4.72,16656,Medium,Air,6,618,6,Medium,Clear,1.9,20.2,9.91,2,10,Afternoon,79,No,Potholes,North India,1
PCKG00301,3.06,15871,Low,Van,3,135,5,Low,Clear,15.1,20.8,5.32,4,12,Afternoon,13,Yes,Construction,West India,0
PCKG00302,26.8,5551,Medium,Bike,8,268,1,Medium,Clear,12.7,33.8,5.33,0,1,Morning,99,No,Potholes,East India,1
PCKG00303,27.26,14319,Low,Air,7,838,3,Medium,Fog,30.8,83.9,9.74,2,12,Evening,66,No,Smooth,North-East India,0
PCKG00304,32.05,4690,Low,Truck,1,185,4,Medium,Clear,34.3,64.2,3.59,0,3,Evening,111,No,Smooth,Central India,1
PCKG00305,36.44,1286,Medium,Bike,2,353,10,Medium,Clear,33.9,47.3,3.96,4,7,Evening,113,Yes,Smooth,North India,1
PCKG00306,48.8,4422,Medium,Truck,4,475,7,High,Clear,11.9,62.5,6.97,4,3,Morning,5,Yes,Smooth,West India,0
PCKG00307,26.06,3983,Low,Truck,5,165,5,High,Fog,23.6,24.5,4.93,4,9,Afternoon,15,Yes,Smooth,West India,0
PCKG00308,16.49,7086,Low,Bike,14,118,2,High,Storm,17.4,27.3,7.69,2,6,Morning,51,Yes,Smooth,North India,1
PCKG00309,39.86,8660,Low,Air,14,22,3,Medium,Clear,35,25.7,4.11,0,3,Evening,103,Yes,Construction,North India,0
PCKG00310,13.91,10417,Low,Truck,11,1132,1,High,Clear,35,77.2,6.89,1,13,Evening,31,No,Smooth,Central India,0
PCKG00311,22.23,9797,Medium,Bike,14,1214,6,Low,Storm,-2.6,90,7.7,1,8,Afternoon,33,Yes,Potholes,North India,1
PCKG00312,4.38,5778,High,Truck,10,1370,8,Low,Fog,20.7,35.6,6.43,2,8,Morning,95,No,Potholes,South India,1
PCKG00313,1.75,1069,Low,Truck,11,1490,4,High,Storm,17.7,53.8,2.02,3,10,Evening,96,Yes,Smooth,Central India,0
PCKG00314,48.15,12299,Low,Truck,4,147,2,Medium,Fog,29.7,29.3,5.16,3,3,Afternoon,76,No,Smooth,Central India,1
PCKG00315,41.88,8217,Low,Truck,4,659,4,Medium,Clear,3.8,81.7,9.66,4,2,Evening,91,Yes,Potholes,West India,0
PCKG00316,34.95,6324,Medium,Truck,14,968,10,High,Storm,26.3,30.9,1.04,0,3,Afternoon,17,No,Smooth,East India,1
PCKG00317,20.74,17405,Low,Bike,9,457,4,Low,Fog,28.2,56.7,7.05,1,8,Night,52,Yes,Smooth,South India,1
PCKG00318,9.08,15061,Medium,Truck,4,455,5,Medium,Storm,-3.8,60.7,7.88,4,6,Night,36,No,Smooth,East India,0
PCKG00319,8.24,17226,Low,Truck,4,66,3,High,Clear,14.4,53.6,6.75,2,14,Morning,87,Yes,Construction,North-East India,0
PCKG00320,12.89,10152,Medium,Bike,4,600,9,Medium,Rain,39.1,24.3,1.13,3,3,Afternoon,0,No,Smooth,North-East India,0
PCKG00321,27.69,3053,High,Bike,2,944,7,Medium,Rain,8.5,68,0.75,2,8,Evening,111,Yes,Smooth,Central India,0
PCKG00322,35.87,14076,High,Truck,13,1304,9,Medium,Storm,34.8,82,5.07,0,8,Night,28,No,Construction,South India,0
PCKG00323,33.18,4518,High,Truck,8,1323,7,Medium,Clear,21.4,26.3,3.21,0,12,Evening,90,Yes,Gravel,West India,0
PCKG00324,14.36,9104,Medium,Truck,13,1157,10,High,Clear,8.3,71,3.91,0,0,Night,13,Yes,Smooth,East India,0
PCKG00325,47.77,1768,High,Air,14,368,4,Medium,Clear,32.6,77.5,2.73,3,8,Afternoon,23,Yes,Smooth,West India,0
PCKG00326,37.03,16594,Low,Air,4,1095,5,Medium,Snow,39.6,31.4,8.2,3,7,Evening,78,Yes,Construction,South India,1
PCKG00327,27.94,2956,Low,Air,5,51,7,Medium,Clear,28.4,89.6,8.5,4,2,Evening,73,Yes,Smooth,North India,1
PCKG00328,30.78,18110,Low,Truck,8,973,6,Medium,Clear,-2.2,40.9,0.16,2,7,Evening,23,Yes,Construction,South India,0
PCKG00329,21.27,17352,Medium,Bike,14,1402,9,Low,Clear,-2.6,41.7,8.13,1,3,Night,15,No,Smooth,South India,1
PCKG00330,12.76,9559,High,Truck,4,826,3,Medium,Storm,17.1,59.7,6.73,1,1,Evening,94,Yes,Smooth,West India,1
PCKG00331,18.12,15015,Low,Truck,5,664,8,Medium,Clear,-4.7,77.3,4.54,1,5,Afternoon,28,Yes,Gravel,West India,1
PCKG00332,38.01,12579,Medium,Truck,5,766,10,Medium,Storm,25.4,52.1,0.83,3,1,Night,8,Yes,Gravel,East India,1
PCKG00333,1.21,16160,Medium,Air,6,1165,4,High,Rain,-4.3,58.2,6.69,4,6,Night,35,Yes,Smooth,North India,1
PCKG00334,6.25,8920,High,Bike,7,1123,9,High,Fog,38.8,63.2,2.63,0,0,Afternoon,74,Yes,Smooth,South India,1
PCKG00335,2.78,15823,Medium,Bike,3,242,1,Medium,Fog,34.6,75.5,5.5,0,3,Night,18,Yes,Smooth,North India,1
PCKG00336,2.52,9518,High,Bike,14,800,5,Low,Storm,31.7,65.3,2.22,4,7,Morning,15,Yes,Smooth,North India,1
PCKG00337,42.85,18849,Low,Truck,10,39,4,High,Clear,31.6,31.8,8.78,3,6,Evening,8,Yes,Potholes,Central India,0
PCKG00338,35.33,9984,Low,Truck,11,1324,5,Low,Clear,32.5,62,3.49,1,12,Morning,43,Yes,Potholes,North India,0
PCKG00339,23.97,9521,Medium,Bike,3,874,6,Low,Clear,14.5,34.9,6.87,2,6,Night,52,Yes,Smooth,North India,0
PCKG00340,5.34,15809,Low,Bike,13,496,1,Medium,Clear,30.6,50.5,4.94,3,14,Night,90,Yes,Smooth,West India,0
PCKG00341,24.83,16521,Low,Air,9,262,8,High,Rain,11.5,80.6,9.14,1,6,Afternoon,97,Yes,Smooth,North India,0
PCKG00342,23.94,11313,Medium,Truck,1,391,3,Medium,Clear,33.2,28.7,2.28,0,9,Evening,74,Yes,Smooth,Central India,0
PCKG00343,9.07,4006,Medium,Air,10,274,7,Medium,Clear,22.8,45.3,9.55,4,10,Evening,82,Yes,Potholes,South India,0
PCKG00344,21.98,9621,Medium,Truck,12,871,7,High,Clear,11.1,59.3,7.52,4,10,Afternoon,71,Yes,Construction,North India,0
PCKG00345,20.23,19377,Low,Bike,13,1352,9,High,Rain,28.5,81,7.01,1,6,Night,42,No,Construction,East India,0
PCKG00346,30.98,15183,Medium,Truck,8,1075,7,Medium,Clear,5.9,74.5,8.41,3,10,Afternoon,111,Yes,Potholes,East India,0
PCKG00347,31.94,16318,Low,Van,10,610,8,Medium,Clear,38.4,49.7,6.52,1,6,Afternoon,118,No,Gravel,North India,0
PCKG00348,2.74,1140,Low,Truck,3,698,4,High,Clear,24.9,55,1.1,3,6,Morning,83,Yes,Construction,South India,0
PCKG00349,19.04,9623,Medium,Bike,5,958,10,Low,Clear,13.1,79.2,6.98,0,4,Afternoon,40,Yes,Construction,North-East India,1
PCKG00350,31.48,13109,Low,Bike,3,415,4,High,Rain,19.8,81.4,4.38,4,6,Morning,10,Yes,Smooth,East India,0
PCKG00351,25.41,16686,Low,Truck,10,849,10,Medium,Clear,28.2,57,5.54,3,4,Afternoon,12,Yes,Smooth,North-East India,0
PCKG00352,42.9,1461,Medium,Truck,1,129,8,High,Clear,30.9,33.9,4.08,0,12,Night,80,Yes,Construction,East India,0
PCKG00353,33.11,17123,Low,Air,10,216,4,Low,Clear,38.9,54.9,1.71,2,6,Morning,42,Yes,Smooth,West India,0
PCKG00354,8.57,11194,High,Truck,14,1397,4,Medium,Storm,4.4,84.9,4.85,1,3,Night,42,Yes,Smooth,East India,0
PCKG00355,3.99,4348,Medium,Truck,5,949,10,Low,Snow,17.7,62.7,0.63,3,11,Evening,86,No,Smooth,East India,0
PCKG00356,32.3,6686,High,Van,8,924,3,Low,Clear,-0.9,74.1,0.54,1,7,Night,53,Yes,Construction,North India,0
PCKG00357,1.81,5998,Low,Air,5,1294,3,Medium,Clear,-1.3,21.3,5.33,1,6,Afternoon,49,Yes,Potholes,North India,0
PCKG00358,29.5,10852,Medium,Truck,4,139,4,High,Rain,-0.3,64.4,1.8,4,5,Morning,11,Yes,Smooth,South India,0
PCKG00359,47.04,1508,Low,Bike,9,789,2,High,Clear,6.7,61.9,6.24,1,11,Evening,72,Yes,Construction,South India,1
PCKG00360,28.99,3591,High,Bike,13,794,3,Low,Rain,26.3,53,1.91,2,5,Afternoon,90,No,Smooth,East India,0
PCKG00361,19.71,16348,Low,Air,1,319,2,Low,Clear,33.8,67.5,8.05,4,4,Morning,88,No,Construction,South India,0
PCKG00362,32.34,3086,Low,Air,5,304,6,High,Clear,14.6,80.4,1.46,1,1,Night,86,Yes,Gravel,South India,0
PCKG00363,23.18,5051,High,Air,1,1326,3,High,Clear,20,85,4.44,2,5,Night,54,Yes,Potholes,North-East India,0
PCKG00364,27.51,9341,Low,Truck,6,283,2,Medium,Storm,4.3,38,4.66,3,7,Afternoon,115,Yes,Potholes,Central India,1
PCKG00365,47.1,10584,Low,Bike,10,378,9,Medium,Clear,30.6,55.3,6.2,0,1,Night,38,Yes,Smooth,North-East India,0
PCKG00366,19.61,15390,Low,Truck,9,730,8,Low,Clear,35,41.1,4.02,2,5,Night,8,No,Potholes,West India,0
PCKG00367,48.08,9223,Medium,Truck,11,66,5,Medium,Fog,16.9,49.3,6.57,3,1,Evening,105,No,Construction,West India,1
PCKG00368,45.31,15902,Low,Air,14,883,9,Medium,Snow,2.2,54.9,7.66,3,7,Evening,88,Yes,Smooth,Central India,0
PCKG00369,10.19,12558,Low,Truck,2,1082,5,Medium,Clear,-4.8,75,1.23,3,13,Afternoon,88,No,Smooth,Central India,0
PCKG00370,3.93,2705,Low,Bike,13,342,5,Medium,Clear,19.1,84.1,0.73,0,14,Morning,9,Yes,Smooth,South India,0
PCKG00371,5.49,3548,Medium,Air,13,1403,4,Low,Clear,17.4,61.1,6.77,1,3,Morning,14,Yes,Construction,East India,1
PCKG00372,1.4,9022,Medium,Truck,4,881,3,High,Clear,36.7,89.5,8.53,1,11,Afternoon,36,Yes,Potholes,North-East India,0
PCKG00373,5.17,8239,Low,Truck,8,478,10,High,Fog,-3.4,59.7,4.8,1,9,Night,107,Yes,Smooth,Central India,0
PCKG00374,34.31,14999,Low,Air,14,116,9,High,Rain,1.7,76.4,6.33,2,7,Morning,50,Yes,Potholes,South India,0
PCKG00375,4.02,11824,Low,Van,3,994,4,Low,Storm,3.9,29.7,2.98,0,12,Morning,2,Yes,Potholes,North India,0
PCKG00376,16.29,8069,Low,Air,14,1297,7,Low,Storm,19.6,20.5,8.75,4,5,Evening,23,Yes,Smooth,West India,0
PCKG00377,42.32,3830,Low,Bike,7,328,5,High,Rain,7.8,21.9,7.72,0,7,Night,87,Yes,Potholes,North-East India,1
PCKG00378,1.65,4923,Low,Truck,12,623,7,Medium,Clear,4.3,82.4,5.87,4,9,Morning,8,No,Potholes,Central India,0
PCKG00379,40.82,11722,Medium,Truck,7,799,8,High,Clear,18.1,25.2,3.07,3,13,Afternoon,113,Yes,Potholes,Central India,0
PCKG00380,14.45,8757,High,Bike,14,887,8,Low,Storm,-3.2,62.9,4.38,1,9,Evening,32,No,Smooth,Central India,1
PCKG00381,6.35,10541,Low,Truck,2,752,10,High,Clear,38.9,60.3,2.79,4,8,Afternoon,13,Yes,Smooth,West India,0
PCKG00382,34.99,3828,Medium,Air,12,1113,6,Medium,Fog,33.7,74.6,4.32,1,11,Evening,2,Yes,Smooth,Central India,0
PCKG00383,31.63,13427,Medium,Truck,10,376,5,Low,Fog,7.2,41.9,0.5,0,6,Morning,55,Yes,Smooth,South India,0
PCKG00384,43.93,17125,Medium,Bike,4,1103,2,Medium,Clear,10.1,44.7,1.06,1,0,Afternoon,69,Yes,Smooth,West India,0
PCKG00385,36.89,5530,High,Air,1,600,8,Medium,Clear,6.1,44.7,2.17,1,0,Afternoon,79,Yes,Potholes,West India,0
PCKG00386,40.27,10085,Low,Air,8,512,5,Medium,Rain,36.8,31.8,9.04,2,10,Morning,34,No,Gravel,East India,1
PCKG00387,14.46,19523,Low,Bike,10,232,8,Low,Clear,24.4,34.6,4.65,4,0,Evening,16,No,Smooth,Central India,0
PCKG00388,9.28,6998,Medium,Van,10,599,6,High,Clear,18.5,33.8,4.81,2,12,Afternoon,68,No,Potholes,South India,0
PCKG00389,37.66,12103,Low,Van,9,1422,8,Medium,Clear,17.9,30.2,5.29,0,1,Afternoon,61,No,Smooth,North-East India,0
PCKG00390,40.44,2259,Low,Van,1,19,1,High,Clear,2.5,74,5,3,10,Morning,85,Yes,Potholes,Central India,1
PCKG00391,49.53,12317,Low,Air,11,1009,9,High,Clear,38.3,62.7,0.86,3,14,Afternoon,15,Yes,Construction,South India,0
PCKG00392,20.92,2248,Low,Air,7,817,9,Medium,Clear,36.2,59.8,3.23,1,12,Evening,118,No,Construction,North India,1
PCKG00393,18.91,19205,Medium,Bike,1,185,3,Medium,Fog,37.9,67.4,0.67,3,10,Evening,12,Yes,Potholes,Central India,1
